,ingredients,frequency
1972,หอยแมลงภู่ต้มแกะเปลือก,1
1973,กุ้งสดแกะเปลือก,4
1974,ถั่วฝักยาวหั่น,3
1975,ซอสโคชูจัง,5
1976,พริกขี้หนูสับหยาบ,2
1977,ซอสปรุงรสไก่,2
1978,กระเทียม/พริก,1
1979,พริกใหญ่เอาเม็ดออก,1
1980,หมูหั่นเป็นชิ้น,1
1981,หอยลายแกะเปลือก,1
1982,ข้าวเปล่า,9
1983,ลูกชิ้นปลาแท่ง,1
1984,ผักกูด,1
1985,หอยแครงแกะแล้ว,1
1986,เส้นพาสต้าหมึกดำ,1
1987,พริกขี้หนูแห้งหั่นท่อน เอาเม็ดพริกออก,1
1988,ไส้กรอก หั่นแฉลบ,1
1989,ปลาหมึกหั่นแว่น,2
1990,เกลือสำหรับต้มเส้น,2
1991,เกลือสำหรับปรุงรส,1
1992,น้ำสะอาดสำหรับต้มเส้น,2
1993,ปลามึก,1
1994,เนื้อปลาทู,1
1995,พริกชีฟ้าแดง,1
1996,ใบมะกูด,6
1997,ไส้กรอก CP รมควันหั่นชิ้นเล็ก,1
1998,น้ำมันเบอร์ทอลลี ฝาเขียว,1
1999,แมกกี้,2
2000,ซีอิ้วขาวฝาเขียว,1
2001,น้ำมันมะพร้าวสำหรับคลุกเส้น,1
2002,น้ำมันมะพร้าวสำหรับผัด,2
2003,น้ำสะอาดสำหรับต้มหมี่,1
2004,เกี๊ยมอี๊,1
2005,สัปปะรด ครึ่งลูก,1
2006,กุ้งตัวเล็ก,1
2007,เม็ดมะม่วงหิมะพานต์,1
2008,กระเทียม บุบ,1
2009,แป้งสาลีชุบทอด,1
2010,เกลือหิมาลัย,2
2011,ข้าวสวยหุงค้างคืน,4
2012,เนื้อเค็มติดมันสไลด์เป็นชิ้นพอคำ,1
2013,หอมแดง/หอมแขกซอย,1
2014,พริกขี้หนู เขียว-แดงบุบ,1
2015,กะทิขวด,1
2016,น้ำตาลมะพร้าว ก้อนกลม,1
2017,กุ้ยช่าย,3
2018,เนื้อปูม้า,1
2019,ผงหมักหมูแดงสำเร็จรูป,1
2020,ต้นหอมหั่นชิ้น,1
2021,วุ้นเส้นสดหรือวุ้นเส้นที่แช่น้ำแล้ว,1
2022,ซอสผัดไทสำเร็จรูป,2
2023,เนื้อสัตว์ ตามชอบ,1
2024,ชีส 1,1
2025,ซอสมะเขือเทส,1
2026,พริกแกงละเอียด,1
2027,กระทิสด,1
2028,รสดีอร่อยชัวร์,1
2029,โซดา,3
2030,กระเทียมหั่น,2
2031,ปลานิล,4
2032,Tonkatsu,1
2033,เนื้อเป็ด,2
2034,พริกกับกระเทียมตำพอหยาบ,1
2035,น้้ำมันพืช,1
2036,ซีอิ๋วดำหวาน,2
2037,ปลาเค็มหั่นเป็นชิ้น ๆ,1
2038,ผักที่ชอบ,2
2039,มะม่วงเบา,4
2040,กะปิกุ้ง,1
2041,แหนมสด,2
2042,ถั่วสิลง,1
2043,เล็บมือนาง,1
2044,ปูอัดหั่นพอคำ,1
2045,ฮอทดอกรมควันหั่นพอคำ,1
2046,ปูทะเล ขนาดกลาง,1
2047,อกไก่หั่นชิ้น,4
2048,หน่อไม้หวานต้ม,1
2049,ไข่เจียว,2
2050,วุ้นเส้น 1 ห่อ,1
2051,ไส้กรอก+ปูอัด,1
2052,หมูยอหั่นเต๋า/ซอยบาง,1
2053,ผักใบเขียวตามชอบ,1
2054,หมูสับไร้มัน,1
2055,ซี่อิ้วขาว,1
2056,เเป้งทอดกรอบ,1
2057,เนื้อวัวสไลซ์,1
2058,เต้าหู้โมเมน,2
2059,ปูจืด,1
2060,มะเขือเทศเลฌก,1
2061,มะกอก,2
2062,สปาเก็ตตี้ต้มสุก,1
2063,พริกไทยดำบดหยาบ,2
2064,น้ำสลัดงาญี่ปุ่น,3
2065,Emborg Pasta Cream,1
2066,พริกไทยดำบด,11
2067,สะตอ,11
2068,สันนอกโคขุน,1
2069,หมูทอดทงคัตซึ,1
2070,หอมใหญ่หั่นตามยาวหนา 1/4 นิ้ว,1
2071,มิตสึบะหั่นฝอย,1
2072,หัวใจไก่ 1ดวงหั่น3,1
2073,ตับไก่1ก้อนหั่น5,1
2074,พริกตำกับกระเทียม,1
2075,พริกชี้ฟ้าแดงซอยไม่เอาเม็ด,1
2076,หมูแดง สูตรก่อนหน้า,1
2077,สีแดง,1
2078,สีส้ม,1
2079,น้ำหมักหมูแดง,1
2080,น้ำจิ้ม - ซีอิ้วดำ,1
2081,น้ำจิ้ม - น้ำส้มสายชู,1
2082,น้ำจิ้ม - น้ำตาล,1
2083,น้ำจิ้ม - พริกชี้ฟ้า แดง เขียว เหลือง อย่างละ 1 เม็ด,1
2084,น้ำพืช,1
2085,เนื้อหมู หั่นชิ้นพอคำ,1
2086,ถั่วฝักยาว หั่นท่อน 1 นิ้ว,1
2087,ใบมะกรูด ใบนึงฉีก4 ส่วน,1
2088,กรือโป๊ะ,1
2089,เนื้อหมูหมัก,2
2090,ไก่บด,2
2091,เห็ดหอมดอกเล็กแช่น้ำ,1
2092,กุ้งแห้งเล็ก แช่นำ้,1
2093,ข้าวหอมมะลิอย่างดี หุ้งค้างคืน,1
2094,เนื้อหมูส่วนสะโพก หั่นเป็นเส้น,1
2095,ไข่ปลาหมึก,2
2096,ซีอิ๊วขาวหรือซอสถั่วเหลือง,1
2097,ซอสลุงหนวด,2
2098,คนอร์สูตรไม่ใส่ผงชูรส รสหมู,1
2099,ซอสผัดญี่ปุ่น,1
2100,บร็อคโคลี่,2
2101,ผงกะหรี่ก้อนสำเร็จ,1
2102,สันคอหมูหั่นแว่น,1
2103,แป้งเอนกประสงค์,4
2104,ทะเล,1
2105,แตกกวา,1
2106,เนื้ออกไก่หั่น,2
2107,หมี่กรอบ,3
2108,หนวดปลาหมึกไซส์ใหญ่,1
2109,เส้นสปาเก็ตตี้ต้มสุก,7
2110,อกไก่ไม่เอาหนัง,1
2111,ตับไก่ติดหัวใจไม่กึ๋น,1
2112,พริกหนุ่ม,4
2113,พริกเขียวแดง,1
2114,กระเทียบบุบ,1
2115,ไก่ย่างฉีก,1
2116,ซีอิ๊วขาว 1 ช้อนชา,1
2117,ซอสข้นปรุงรส ตราคนอร์,1
2118,เนื้อติดมัน,1
2119,เชดด้า ชีส,1
2120,มิโซะทำซุุป,1
2121,สาหร่ายวากาเมะ,1
2122,ปลาร้าสับ,1
2123,ถั่วฝักยาวซอย,3
2124,พริกไทยอ่อนรูดเป็นเม็ด,1
2125,พริกเสฉวน,1
2126,ผักตั้งโอ๋,1
2127,ขิงซอยฝอย,1
2128,หัวหอมหั่นฝอย,1
2129,หมูสันนอก 100-120 กรัม,1
2130,พริกแดงใหญ่,1
2131,วิปครีมสำหรับประกอบอาหาร,1
2132,น้ำสต๊อกหรือน้ำต้มสุก,1
2133,บะหมี่กึ่งสำเร็จรูป มาม่า รสต้มยำกุ้ง,1
2134,กุ้งสดหรือกุ้งแช่แข็ง,1
2135,ไส้กรอกหนังกรอบ BKP,1
2136,กะปิแท้,1
2137,พริกแกงพะแนง,3
2138,หมูปิ้ง,2
2139,ไก่สันในชุบแป้งทอด,1
2140,ข่าซอย,4
2141,ผักชีฝรั่งสับ,1
2142,กระเพา,2
2143,ผักบุ้งไทย,2
2144,น้ำมะขามเปียกเข้มข้น,1
2145,น้ำร้อน,5
2146,ไข่แดงเค็มไม่เอาไข่ขาว,1
2147,หมูสได์,1
2148,พริก+กระเทียม,2
2149,คนอร์ผงรสหมู,7
2150,ถั่วลันเตาแช่แข็ง,1
2151,หอมใหญ่หั่นเตา,1
2152,เนยสดเค็ม,3
2153,นมสดจืดแล็คโตสฟรี,1
2154,น้ำมันมะกอกเอ็กตร้าเวอร์จิ้น,1
2155,มักกะโรนีต้มสุก,3
2156,ไข่เป็ดหรือไข่ไก่,1
2157,เพสโตซอส,2
2158,แมคคาเดเมีย,1
2159,หุมูสไลด์,1
2160,มิโสะ,1
2161,แป้งชุปทอด,1
2162,ถัวฝักยาว,1
2163,บะหมี่,8
2164,เนื้อปลาสลิด,1
2165,ผัด 3 สี ต้มสุก,1
2166,ข้าวกล้องผสมข้าวไรซ์เบอร์รี่,1
2167,ข้าวญี่ปุ่นค้างคืนแช่เย็น,1
2168,ซอสทาคุมิ,1
2169,พริกแด้,1
2170,ผงปรุงรส รสดี,1
2171,เส้นยากิโซบะ,5
2172,เห็ดหอมแช่น้ำ,5
2173,ต้นหอมหั่นท่อนยาว,1
2174,ซีอิ๋วขาวเห็ดหอม สูตรเจ,1
2175,น้ำมันหอยสูตรเจ,1
2176,น้ำจากการแช่เห็ดหอม,1
2177,เส้นมักกะโรนีต้มสุก,2
2178,ไข่ปู,1
2179,คนอร์ ผงปรุงรสหมู,1
2180,พาร์สลีย์,3
2181,พาร์เมซานชีส,5
2182,กุ้งขาวขนาดกลาง,2
2183,สปาเก็ตตี้ลวกแล้ว,1
2184,พาสต้าเส้นเพนเน่,1
2185,น้ำปลา/น้ำตาล,1
2186,พริกคั่วแห้ง,1
2187,ผงปรุงรส ตราคนอร์,1
2188,มาม่าลวก,2
2189,หน่อไม้ต้มสุกซอยเป็นเส้นๆ,1
2190,พริกแดงและกระเทียมโขลกหยาบ,1
2191,น้ำปลาแบบโลว์โซเดียม,1
2192,น้ำตาลดอกมะพร้าว,6
2193,คอร์นรสเนื้อ,1
2194,Lobster 0.7-1kg,1
2195,เส้นสปาเกตตี 2,1
